variable_name	field_id	visit_id	repetition_id	Field ID	Description	Category	Unnamed: 3	field_type	nice_description
20436-0.0	20436	0	0	20436	Fraction of day affected during worst episode of depression	Depression		categorical_single	Fraction_of_day_affected_during_worst_episode_of_depression
20437-0.0	20437	0	0	20437	Thoughts of death during worst depression	Depression		categorical_single	Thoughts_of_death_during_worst_depression
20438-0.0	20438	0	0	20438	Duration of worst depression	Depression		categorical_single	Duration_of_worst_depression
20439-0.0	20439	0	0	20439	Frequency of depressed days during worst episode of depression	Depression		categorical_single	Frequency_of_depressed_days_during_worst_episode_of_depression
20440-0.0	20440	0	0	20440	Impact on normal roles during worst period of depression	Depression		categorical_single	Impact_on_normal_roles_during_worst_period_of_depression
20441-0.0	20441	0	0	20441	Ever had prolonged loss of interest in normal activities	Depression		categorical_single	Ever_had_prolonged_loss_of_interest_in_normal_activities
20442-0.0	20442	0	0	20442	Lifetime number of depressed periods	Depression		integer	Lifetime_number_of_depressed_periods
20445-0.0	20445	0	0	20445	Depression possibly related to childbirth	Depression		categorical_single	Depression_possibly_related_to_childbirth
20446-0.0	20446	0	0	20446	Ever had prolonged feelings of sadness or depression	Depression		categorical_single	Ever_had_prolonged_feelings_of_sadness_or_depression
20447-0.0	20447	0	0	20447	Depression possibly related to stressful or traumatic event	Depression		categorical_single	Depression_possibly_related_to_stressful_or_traumatic_event
20448-0.0	20448	0	0	20448	Professional informed about depression	Depression		categorical_single	Professional_informed_about_depression
20449-0.0	20449	0	0	20449	Feelings of tiredness during worst episode of depression	Depression		categorical_single	Feelings_of_tiredness_during_worst_episode_of_depression
20450-0.0	20450	0	0	20450	Feelings of worthlessness during worst period of depression	Depression		categorical_single	Feelings_of_worthlessness_during_worst_period_of_depression
20453-0.0	20453	0	0	20453	Ever taken cannabis	Cannabis use		categorical_single	Ever_taken_cannabis
20454-0.0	20454	0	0	20454	Maximum frequency of taking cannabis	Cannabis use		categorical_single	Maximum_frequency_of_taking_cannabis
20455-0.0	20455	0	0	20455	Age when last took cannabis	Cannabis use		integer	Age_when_last_took_cannabis
20456-0.0	20456	0	0	20456	Ever addicted to illicit or recreational drugs	Addictions		categorical_single	Ever_addicted_to_illicit_or_recreational_drugs
20457-0.0	20457	0	0	20457	Ongoing addiction or dependence on illicit or recreational drugs	Addictions		categorical_single	Ongoing_addiction_or_dependence_on_illicit_or_recreational_drugs
20458-0.0	20458	0	0	20458	General happiness	Happiness and subjective well-being		categorical_single	General_happiness
20459-0.0	20459	0	0	20459	General happiness with own health	Happiness and subjective well-being		categorical_single	General_happiness_with_own_health
20460-0.0	20460	0	0	20460	Belief that own life is meaningful	Happiness and subjective well-being		categorical_single	Belief_that_own_life_is_meaningful
20461-0.0	20461	0	0	20461	Age when first had unusual or psychotic experience	Unusual and psychotic experiences		integer	Age_when_first_had_unusual_or_psychotic_experience
20462-0.0	20462	0	0	20462	Distress caused by unusual or psychotic experiences	Unusual and psychotic experiences		categorical_single	Distress_caused_by_unusual_or_psychotic_experiences
20463-0.0	20463	0	0	20463	Ever heard an un-real voice	Unusual and psychotic experiences		categorical_single	Ever_heard_an_un-real_voice
20465-0.0	20465	0	0	20465	Number of times heard an un-real voice	Unusual and psychotic experiences		integer	Number_of_times_heard_an_un-real_voice
20466-0.0	20466	0	0	20466	Ever prescribed a medication for unusual or psychotic experiences	Unusual and psychotic experiences		categorical_single	Ever_prescribed_a_medication_for_unusual_or_psychotic_experiences
20467-0.0	20467	0	0	20467	Frequency of unusual or psychotic experiences in past year	Unusual and psychotic experiences		categorical_single	Frequency_of_unusual_or_psychotic_experiences_in_past_year
20468-0.0	20468	0	0	20468	Ever believed in an un-real conspiracy against self	Unusual and psychotic experiences		categorical_single	Ever_believed_in_an_un-real_conspiracy_against_self
20470-0.0	20470	0	0	20470	Number of times believed in an un-real conspiracy against self	Unusual and psychotic experiences		integer	Number_of_times_believed_in_an_un-real_conspiracy_against_self
20471-0.0	20471	0	0	20471	Ever seen an un-real vision	Unusual and psychotic experiences		categorical_single	Ever_seen_an_un-real_vision
20473-0.0	20473	0	0	20473	Number of times seen an un-real vision	Unusual and psychotic experiences		integer	Number_of_times_seen_an_un-real_vision
20474-0.0	20474	0	0	20474	Ever believed in un-real communications or signs	Unusual and psychotic experiences		categorical_single	Ever_believed_in_un-real_communications_or_signs
20476-0.0	20476	0	0	20476	Number of times believed in un-real communications or signs	Unusual and psychotic experiences		integer	Number_of_times_believed_in_un-real_communications_or_signs
20477-0.0	20477	0	0	20477	Ever talked to a health professional about unusual or psychotic experiences	Unusual and psychotic experiences		categorical_single	Ever_talked_to_a_health_professional_about_unusual_or_psychotic_experiences
20479-0.0	20479	0	0	20479	Ever thought that life not worth living	Self-harm behaviours		categorical_single	Ever_thought_that_life_not_worth_living
20480-0.0	20480	0	0	20480	Ever self-harmed	Self-harm behaviours		categorical_single	Ever_self-harmed
20481-0.0	20481	0	0	20481	Self-harmed in past year	Self-harm behaviours		categorical_single	Self-harmed_in_past_year
20482-0.0	20482	0	0	20482	Number of times self-harmed	Self-harm behaviours		categorical_single	Number_of_times_self-harmed
20483-0.0	20483	0	0	20483	Ever attempted suicide	Self-harm behaviours		categorical_single	Ever_attempted_suicide
20484-0.0	20484	0	0	20484	Attempted suicide in past year	Self-harm behaviours		categorical_single	Attempted_suicide_in_past_year
20485-0.0	20485	0	0	20485	Ever contemplated self-harm	Self-harm behaviours		categorical_single	Ever_contemplated_self-harm
20486-0.0	20486	0	0	20486	Contemplated self-harm in past year	Self-harm behaviours		categorical_single	Contemplated_self-harm_in_past_year
20487-0.0	20487	0	0	20487	Felt hated by family member as a child	Traumatic events		categorical_single	Felt_hated_by_family_member_as_a_child
20488-0.0	20488	0	0	20488	Physically abused by family as a child	Traumatic events		categorical_single	Physically_abused_by_family_as_a_child
20489-0.0	20489	0	0	20489	Felt loved as a child	Traumatic events		categorical_single	Felt_loved_as_a_child
20490-0.0	20490	0	0	20490	Sexually molested as a child	Traumatic events		categorical_single	Sexually_molested_as_a_child
20491-0.0	20491	0	0	20491	Someone to take to doctor when needed as a child	Traumatic events		categorical_single	Someone_to_take_to_doctor_when_needed_as_a_child
20492-0.0	20492	0	0	20492	Longest period of mania or irritability	Mania		categorical_single	Longest_period_of_mania_or_irritability
20493-0.0	20493	0	0	20493	Severity of problems due to mania or irritability	Mania		categorical_single	Severity_of_problems_due_to_mania_or_irritability
20494-0.0	20494	0	0	20494	Felt irritable or had angry outbursts in past month	Traumatic events		categorical_single	Felt_irritable_or_had_angry_outbursts_in_past_month
20495-0.0	20495	0	0	20495	Avoided activities or situations because of previous stressful experience in past month	Traumatic events		categorical_single	Avoided_activities_or_situations_because_of_previous_stressful_experience_in_past_month
20496-0.0	20496	0	0	20496	Felt distant from other people in past month	Traumatic events		categorical_single	Felt_distant_from_other_people_in_past_month
20497-0.0	20497	0	0	20497	Repeated disturbing thoughts of stressful experience in past month	Traumatic events		categorical_single	Repeated_disturbing_thoughts_of_stressful_experience_in_past_month
20498-0.0	20498	0	0	20498	Felt very upset when reminded of stressful experience in past month	Traumatic events		categorical_single	Felt_very_upset_when_reminded_of_stressful_experience_in_past_month
20499-0.0	20499	0	0	20499	Ever sought or received professional help for mental distress	Mental distress		categorical_single	Ever_sought_or_received_professional_help_for_mental_distress
2050-0.0	2050	0	0	2050	Frequency of depressed mood in last 2 weeks	Mental health		categorical_single	Frequency_of_depressed_mood_in_last_2_weeks
2050-1.0	2050	1	0	2050	Frequency of depressed mood in last 2 weeks	Mental health		categorical_single	Frequency_of_depressed_mood_in_last_2_weeks
2050-2.0	2050	2	0	2050	Frequency of depressed mood in last 2 weeks	Mental health		categorical_single	Frequency_of_depressed_mood_in_last_2_weeks
2050-3.0	2050	3	0	2050	Frequency of depressed mood in last 2 weeks	Mental health		categorical_single	Frequency_of_depressed_mood_in_last_2_weeks
20500-0.0	20500	0	0	20500	Ever suffered mental distress preventing usual activities	Mental distress		categorical_single	Ever_suffered_mental_distress_preventing_usual_activities
20501-0.0	20501	0	0	20501	Ever had period of mania / excitability	Mania		categorical_single	Ever_had_period_of_mania_/_excitability
20502-0.0	20502	0	0	20502	Ever had period extreme irritability	Mania		categorical_single	Ever_had_period_extreme_irritability
20503-0.0	20503	0	0	20503	Ever addicted to prescription or over-the-counter medication	Addictions		categorical_single	Ever_addicted_to_prescription_or_over-the-counter_medication
20504-0.0	20504	0	0	20504	Ongoing addiction or dependence to over-the-counter medication	Addictions		categorical_single	Ongoing_addiction_or_dependence_to_over-the-counter_medication
20505-0.0	20505	0	0	20505	Recent easy annoyance or irritability	Anxiety		categorical_single	Recent_easy_annoyance_or_irritability
20506-0.0	20506	0	0	20506	Recent feelings or nervousness or anxiety	Anxiety		categorical_single	Recent_feelings_or_nervousness_or_anxiety
20507-0.0	20507	0	0	20507	Recent feelings of inadequacy	Depression		categorical_single	Recent_feelings_of_inadequacy
20508-0.0	20508	0	0	20508	Recent trouble concentrating on things	Depression		categorical_single	Recent_trouble_concentrating_on_things
20509-0.0	20509	0	0	20509	Recent inability to stop or control worrying	Anxiety		categorical_single	Recent_inability_to_stop_or_control_worrying
20510-0.0	20510	0	0	20510	Recent feelings of depression	Depression		categorical_single	Recent_feelings_of_depression
20511-0.0	20511	0	0	20511	Recent poor appetite or overeating	Depression		categorical_single	Recent_poor_appetite_or_overeating
20512-0.0	20512	0	0	20512	Recent feelings of foreboding	Anxiety		categorical_single	Recent_feelings_of_foreboding
20513-0.0	20513	0	0	20513	Recent thoughts of suicide or self-harm	Depression		categorical_single	Recent_thoughts_of_suicide_or_self-harm
20514-0.0	20514	0	0	20514	Recent lack of interest or pleasure in doing things	Depression		categorical_single	Recent_lack_of_interest_or_pleasure_in_doing_things
20515-0.0	20515	0	0	20515	Recent trouble relaxing	Anxiety		categorical_single	Recent_trouble_relaxing
20516-0.0	20516	0	0	20516	Recent restlessness	Anxiety		categorical_single	Recent_restlessness
20517-0.0	20517	0	0	20517	Trouble falling or staying asleep, or sleeping too much	Depression		categorical_single	Trouble_falling_or_staying_asleep,_or_sleeping_too_much
20518-0.0	20518	0	0	20518	Recent changes in speed/amount of moving or speaking	Depression		categorical_single	Recent_changes_in_speed/amount_of_moving_or_speaking
20519-0.0	20519	0	0	20519	Recent feelings of tiredness or low energy	Depression		categorical_single	Recent_feelings_of_tiredness_or_low_energy
20520-0.0	20520	0	0	20520	Recent worrying too much about different things	Anxiety		categorical_single	Recent_worrying_too_much_about_different_things
20521-0.0	20521	0	0	20521	Belittlement by partner or ex-partner as an adult	Traumatic events		categorical_single	Belittlement_by_partner_or_ex-partner_as_an_adult
20522-0.0	20522	0	0	20522	Been in a confiding relationship as an adult	Traumatic events		categorical_single	Been_in_a_confiding_relationship_as_an_adult
20523-0.0	20523	0	0	20523	Physical violence by partner or ex-partner as an adult	Traumatic events		categorical_single	Physical_violence_by_partner_or_ex-partner_as_an_adult
20524-0.0	20524	0	0	20524	Sexual interference by partner or ex-partner without consent as an adult	Traumatic events		categorical_single	Sexual_interference_by_partner_or_ex-partner_without_consent_as_an_adult
20525-0.0	20525	0	0	20525	Able to pay rent/mortgage as an adult	Traumatic events		categorical_single	Able_to_pay_rent/mortgage_as_an_adult
20526-0.0	20526	0	0	20526	Been in serious accident believed to be life-threatening	Traumatic events		categorical_single	Been_in_serious_accident_believed_to_be_life-threatening
20527-0.0	20527	0	0	20527	Been involved in combat or exposed to war-zone	Traumatic events		categorical_single	Been_involved_in_combat_or_exposed_to_war-zone
20528-0.0	20528	0	0	20528	Diagnosed with life-threatening illness	Traumatic events		categorical_single	Diagnosed_with_life-threatening_illness
20529-0.0	20529	0	0	20529	Victim of physically violent crime	Traumatic events		categorical_single	Victim_of_physically_violent_crime
20530-0.0	20530	0	0	20530	Witnessed sudden violent death	Traumatic events		categorical_single	Witnessed_sudden_violent_death
20531-0.0	20531	0	0	20531	Victim of sexual assault	Traumatic events		categorical_single	Victim_of_sexual_assault
